DurationNormal CycleNormal IdleTimeNormal ZeroCountNormal Verdict
0.0016 0.5553899999999999 0.0 1.0 0
0.0548 0.54986 0.0 1.0 0
0.0001 0.6118399999999999 0.0 1.0 0
0.4629 0.50322 0.0 1.0 0
0.009000000000000001 0.18104 0.0 1.0 0
0.0003 0.74716 0.0 1.0 0
1.187 0.5342100000000001 0.0 1.0 0
0.0156 0.1344 0.0 1.0 0
0.0782 0.95121 0.0 1.0 0
0.0148 0.95735 0.0 1.0 0
0.0018 0.9947799999999999 0.0 1.0 0
1.3295 0.21203000000000002 0.0 1.0 0
0.0001 0.14023 0.0 1.0 0
0.0011 0.21203000000000002 0.0 1.0 0
0.0844 0.59527 -2.6091 1.0 0
0.0447 0.72538 0.0 1.0 0
1.2364 0.52961 3.2389 1.0 0
0.1888 0.91746 0.0 1.0 0
0.0 0.7864399999999999 0.0 1.0 0
0.0001 0.9045700000000001 0.0 1.0 0
0.0056 0.70144 0.0 1.0 0
0.0037 0.06014 0.0 1.0 0
0.0404 0.5909800000000001 0.5845 1.0 0
0.001 0.09297000000000001 0.0 1.0 0
0.0062 0.90365 8.3648 1.0 0
0.0003 0.8346100000000001 0.0 1.0 0
0.003 0.32126 0.0 1.0 0
0.4816 0.05707 0.0 1.0 0
0.0187 0.5050600000000001 0.0 1.0 0
0.0224 0.4842 0.0 1.0 0
0.0003 0.67014 0.0 1.0 0
0.0148 0.59006 0.0 1.0 0
0.0064 0.14145 0.0 1.0 0
0.4537 0.63056 1.2511 1.0 0
0.0089 0.99724 0.0 1.0 0
0.001 0.24547 0.0 1.0 0
0.0081 0.6996 0.0 1.0 0
0.0001 0.27462 -2.8072 1.0 0
0.0169 0.22338000000000002 0.0 1.0 0
0.9249 0.60755 0.0 1.0 0
0.0143 0.14667 0.0 1.0 0
0.4527 0.33507 0.0 1.0 0
0.0003 0.49248000000000003 0.0 1.0 0
0.9771 0.59712 -3.0117 1.0 0
0.249 0.6600199999999999 0.0 1.0 0
0.5576 0.62166 -0.0782 1.0 0
0.0009 0.9401700000000001 0.0 1.0 0
0.0372 0.76189 2.023 1.0 0
0.0121 0.90304 0.0 1.0 0
0.0578 0.5667399999999999 0.0 1.0 0
0.0012 0.43572 0.0 1.0 0
0.0004 0.10555 0.0 1.0 0
0.0018 0.99816 0.0 1.0 0
0.0026 0.67383 0.0 1.0 0
0.0002 0.67567 0.0 1.0 0
0.0001 0.8073 0.0 1.0 0
0.0028 0.9567399999999999 0.0 1.0 0
0.0513 0.5517 0.0 1.0 0
0.0002 0.35072 0.0 1.0 0
0.0006 0.52685 0.0 1.0 0
0.0013 0.66708 0.0 1.0 0
0.0007 0.98036 0.0 1.0 0
0.0015 0.90427 0.0 1.0 0
0.0008 0.40933 0.0 1.0 0
0.0085 0.25651999999999997 0.0 1.0 0
0.0014 0.56214 0.0 0.08333333333333333 0
0.0378 0.5633600000000001 0.0 1.0 0
0.0001 0.46333 0.0 1.0 0
0.0128 0.49893000000000004 0.0 1.0 0
0.0022 0.9088700000000001 2.2629 1.0 0
0.0182 0.88892 0.0 1.0 0
0.0955 0.9417 0.0 1.0 0
2.1651 0.6308699999999999 0.0 1.0 0
0.0567 0.9027299999999999 0.0 1.0 0
0.3069 0.9812799999999999 0.0 0.0 1
0.0004 0.58515 0.0 1.0 0
0.0016 0.74839 0.0 1.0 0
0.0305 0.32832 0.0 1.0 0
0.0 0.55876 0.0 1.0 0
1.7094 0.33016 0.0 0.0 0
0.0002 0.0178 -2.7032 1.0 0
0.2044 0.20374 0.0 1.0 0
0.0079 0.58914 0.0 1.0 0
0.0027 0.29211 0.0 1.0 0
0.0003 0.6161399999999999 0.0 1.0 0
0.0 0.68671 0.0 1.0 0
0.0002 0.6228899999999999 0.0 1.0 0
0.0001 0.8281700000000001 0.0 1.0 0
1.2627 0.81712 0.0 1.0 0
0.0023 0.18871 0.0 1.0 0
0.0001 0.71955 0.0 1.0 0
0.0009 0.61031 0.0 1.0 0
0.0006 0.5501699999999999 0.0 1.0 0
0.0005 0.8659100000000001 0.0 1.0 0
0.0008 0.57717 0.0 1.0 0
0.0108 0.5995699999999999 0.0 1.0 0
0.3712 0.89905 0.0 1.0 0
0.0022 0.9984700000000001 0.0 1.0 0
0.0028 0.71985 0.0 1.0 0
0.0003 0.63056 0.0 1.0 0
0.005 0.89261 0.0 1.0 0
0.0001 0.6403800000000001 0.0 1.0 0
0.0104 0.48236 -4.2304 1.0 0
0.0003 0.8745 0.0 1.0 0
0.0001 0.46333 3.4455 1.0 0
0.0007 0.26143 -1.6754 1.0 0
0.0025 0.79994 0.0 1.0 0
0.0003 0.75207 2.9247 1.0 0
0.0001 0.8073 0.0 1.0 0
0.0002 0.01933 -7.4034 1.0 0
0.8722 0.5624399999999999 -0.3331 1.0 0
2.1721 0.04419 0.0 0.9166666666666666 0
0.0019 0.70052 0.0 1.0 0
0.0007 0.73612 1.7594 1.0 0
0.0 0.00644 0.0 0.4166666666666667 0
0.0 0.18503 -5.3514 1.0 0
0.0141 0.60816 0.0 1.0 0
0.0003 0.95888 0.0 1.0 0
0.1399 0.30899 0.0 1.0 0
0.1115 0.29334 0.8722 1.0 0
0.003 0.6118399999999999 0.0 1.0 0
0.0 0.6011 0.0 1.0 0
0.0034 0.25008 0.0 1.0 0
0.0101 0.28905 -5.7957 1.0 0
0.0001 0.77785 0.0 1.0 0
0.0006 0.9779100000000001 3.8527 1.0 0
0.0002 0.8281700000000001 0.0 1.0 0
0.0052 0.91838 0.0 1.0 0
0.0018 0.76864 0.1955 1.0 0
0.009000000000000001 0.11967 -5.5412 1.0 0
0.1704 0.15342 0.0 1.0 0
0.08 0.02915 0.0 0.9166666666666666 0
0.8515 0.8355299999999999 4.8186 1.0 0
0.0 0.09083 -6.8388 1.0 0
0.0001 0.61829 0.0 1.0 0
0.0001 0.12949000000000002 0.0 1.0 0
0.0002 0.29979 -1.9558 1.0 0
0.002 0.62565 0.0 1.0 0
0.0022 0.5293 0.0 1.0 0
0.0064 0.09052 -1.8922 1.0 0
0.0001 0.32341 0.0 1.0 0
0.0 0.36054 -2.8694 1.0 0
0.0 0.29181 -6.1133 1.0 0
0.2561 0.88708 0.0 1.0 0
0.002 0.32955 -6.0738 1.0 0
0.001 0.99877 7.3936 1.0 0
0.0001 0.32095999999999997 0.0 1.0 0
0.006 0.91899 0.0 0.9166666666666666 0
0.0009 0.39337 0.0 1.0 0
0.0 0.56306 0.0 1.0 0
0.0112 0.90917 0.0 1.0 0
0.0003 0.6250399999999999 0.0 1.0 0
2.4706 0.19239 0.0 0.16666666666666666 0
0.001 0.72016 0.0 1.0 0
0.0028 0.99785 0.0 1.0 0
0.0045 0.35041 0.0 1.0 0
0.0225 0.35041 0.0 1.0 0
0.0082 0.59773 -2.8266 1.0 0
0.05 0.91991 6.3563 1.0 0
0.0 0.02915 -4.3543 1.0 0
0.004 0.00644 0.0 0.4166666666666667 0
0.1447 0.23626999999999998 2.5106 1.0 0
0.0003 0.9067200000000001 0.0 1.0 0
0.0002 0.69623 0.1806 1.0 0
0.0005 0.3228 -3.5372 1.0 0
0.0022 0.07119 0.0 1.0 0
0.0014 0.23719 0.0 1.0 0
0.0044 0.56214 0.0 1.0 0
0.0035 0.51089 0.0 1.0 0
0.0048 0.6775100000000001 1.1176 1.0 0
0.0015 0.59742 0.0 1.0 0
0.0025 0.25651999999999997 0.0 1.0 0
0.0002 0.61798 0.0 1.0 0
0.0027 0.94139 3.1173 1.0 0
0.0 0.8656 5.7383 1.0 0
0.0006 0.8745 0.0 1.0 0
2.0573 0.99785 0.0 1.0 0
0.4317 0.66892 0.0 1.0 0
0.0494 0.68119 0.0 1.0 0
0.0005 0.9687 0.0 1.0 0
0.2 0.01994 0.0 1.0 1
0.0 0.96011 2.6286 1.0 0
0.0004 0.01166 0.0 0.5 0
0.0 0.2016 -4.018 1.0 0
0.0018 0.63148 0.0 1.0 0
0.0 0.11997999999999999 0.0 1.0 0
0.0028 0.5777800000000001 0.0 1.0 0
0.0 0.6047899999999999 4.0516 1.0 0
0.2554 0.48541999999999996 0.0 1.0 0
0.0012 0.35348 0.0 1.0 0
0.0917 0.8941399999999999 3.0126 1.0 0
0.0001 0.80853 0.0 1.0 0
0.5435 0.28107 0.0 1.0 0
0.0299 0.10187 0.0 1.0 0
0.0019 0.76803 0.0 1.0 0
0.0 0.04572 0.0 1.0 0
0.0267 0.8745 3.3859 1.0 0
0.0003 0.46456000000000003 0.0 1.0 0
0.073 0.2645 -6.2497 1.0 0
0.0078 0.35379 0.0 1.0 0
0.2502 0.91838 6.0431 1.0 0
0.0742 0.39368000000000003 0.0 1.0 0
0.1485 0.9177700000000001 6.1833 1.0 0
0.2936 0.26358000000000004 0.0 1.0 0
0.1644 0.08561 -8.1898 1.0 0
0.0124 0.66063 0.0 1.0 0
0.0004 0.56214 0.0 1.0 0
0.0001 0.9116299999999999 0.0 1.0 0
0.0026 0.15005 0.0 1.0 0
0.0018 0.15557 0.0 1.0 0
0.0055 0.28781999999999996 0.9663 1.0 0
0.0011 0.6772 0.0 1.0 0
0.226 0.7149399999999999 0.0 1.0 0
0.0001 0.90427 0.0 1.0 0
0.0255 0.31666 0.0 1.0 0
0.0042 0.41423999999999994 0.0 1.0 0
0.0033 0.81804 0.0 1.0 0
0.0499 0.77079 -1.4515 1.0 0
0.0182 0.6259600000000001 0.0 1.0 0
0.0001 0.78061 0.0 1.0 0
0.0034 0.28843 0.0 1.0 0
0.0016 0.6548 0.0 1.0 0
0.0024 0.72538 0.0 1.0 0
0.1925 0.72538 4.5895 1.0 0
0.0014 0.17153 0.7448 1.0 0
0.0453 0.30346999999999996 -4.2214 1.0 0
0.045 0.3541 -2.1934 1.0 0
0.5308 0.40933 3.4833 1.0 0
0.0 0.90856 -0.4804 1.0 0
0.0001 0.48144 -3.3195 1.0 0
0.0013 0.91869 0.0 1.0 0
0.0033 0.56306 -3.426 1.0 0
0.0022 0.41423999999999994 -4.8299 1.0 0
0.0001 0.60601 5.8801 1.0 0
0.0004 0.15005 0.0 1.0 0
0.1283 0.29119 -6.4375 1.0 0
0.5292 0.25038 -0.2975 1.0 0
0.003 0.94047 6.4194 1.0 0
0.0167 0.19975 -7.4686 1.0 0
0.0002 0.59773 0.0 1.0 0
0.0372 0.17765999999999998 0.0 1.0 0
0.0029 0.17429 0.0 1.0 0
0.0984 0.8981299999999999 0.0 1.0 0
0.0002 0.94201 0.0 1.0 0
0.0012 0.7668 0.0 1.0 0
0.0532 0.63578 0.0 1.0 0
0.0005 0.6321 0.0 1.0 0
0.0315 0.99724 8.3891 1.0 0
0.1927 0.8864700000000001 2.1872 1.0 0
0.0168 0.8932200000000001 -0.4436 1.0 0
0.047 0.8745 0.0 1.0 0
0.0038 0.51764 0.0 1.0 0
0.0038 0.31114 0.0 1.0 0
0.0006 0.72568 0.0 1.0 0
0.0552 0.60417 0.0764 1.0 0
0.0001 0.88033 0.0 1.0 0
0.0117 0.96809 7.7452 1.0 0
0.0244 0.10709 0.0 1.0 0
0.0271 0.6732100000000001 -2.2937 1.0 0
0.0059 0.11967 0.0 1.0 0
0.0007 0.28813 0.0 1.0 0
0.0009 0.37558 0.0 1.0 0
0.0795 0.28628000000000003 0.0 1.0 0
0.0046 0.6057100000000001 0.0 1.0 0
0.0 0.35655 -5.1285 1.0 0
1.033 0.56612 3.6736 0.9166666666666666 0
0.0061 0.59221 0.0 1.0 0
0.1769 0.28168000000000004 0.0 1.0 0
0.2504 0.39368000000000003 -3.742 1.0 0
0.1083 0.51089 2.2755 1.0 0
0.1031 0.53114 0.0 1.0 0
0.2233 0.8950600000000001 0.0 1.0 0
0.0014 0.02976 0.0 1.0 0
0.001 0.70635 0.0 1.0 0
0.0002 0.51059 1.9538 1.0 0
0.0268 0.99785 1.1726 1.0 0
0.0002 0.14023 0.0 1.0 0
0.032 0.8659100000000001 0.0 1.0 0
0.0004 0.6308699999999999 -3.2616 1.0 0
0.3388 0.35470999999999997 -5.332000000000001 1.0 0
0.0227 0.3768 -6.1754 1.0 0
0.0001 0.9088700000000001 0.0 1.0 0
0.175 0.6551100000000001 1.3121 1.0 0
0.0 0.7444 6.417999999999999 1.0 0
0.0012 0.16017 -8.2834 1.0 0
0.0003 0.5965 2.8145 1.0 0
0.0012 0.71985 0.0 1.0 0
0.0416 0.94109 0.0 1.0 0
0.0001 0.0985 -0.3822 1.0 0
0.1116 0.03621 0.0 1.0 0
0.0909 0.583 2.9889 1.0 0
0.003 0.78122 0.0 1.0 0
0.0244 0.17858 -7.29 1.0 0
0.0628 0.02915 -6.1783 1.0 0
0.4709 0.07947 -4.8941 0.9166666666666666 0
0.0028 0.77785 3.6166 1.0 0
0.0003 0.3498 -3.9892 1.0 0
0.0321 0.75545 4.1798 1.0 0
1.7844 0.69224 0.0 1.0 0
0.0018 0.73059 0.0 1.0 0
0.0005 0.62473 0.0 1.0 0
0.0009 0.59742 -2.5165 1.0 0
0.0021 0.89475 0.0 1.0 0
0.0307 0.33476999999999996 0.0 1.0 0
0.0001 0.42099 0.0 1.0 0
0.0109 0.9763700000000001 0.0 1.0 0
0.0085 0.9177700000000001 -0.4779 1.0 0
0.0157 0.83431 7.3412 1.0 0
0.2445 0.139 0.0 1.0 0
0.0001 0.46241000000000004 0.9990000000000001 1.0 0
0.0025 0.10187 0.0 1.0 0
0.0001 0.6775100000000001 0.0 1.0 0
0.0001 0.9969299999999999 2.2369 1.0 0
0.0043 0.59865 -3.0009 1.0 0
0.0009 0.41393 1.6438 1.0 0
0.0019 0.38693 -6.0487 1.0 0
0.013999999999999999 0.68671 0.0 1.0 0
0.0603 0.59037 5.3171 1.0 0
1.88 0.37005 -6.2434 1.0 0
0.1242 0.79196 5.5088 1.0 1
0.0002 0.7174 -0.6015 1.0 0
0.0087 0.251 0.0 1.0 0
0.0002 0.02424 0.1129 1.0 0
0.0026 0.38201999999999997 -3.5002 1.0 0
0.0021 0.39368000000000003 0.0 1.0 0
0.529 0.41453999999999996 -3.0159 1.0 0
0.0001 0.80638 -0.2132 1.0 0
0.0002 0.9193 0.0 1.0 0
0.0007 0.14636 0.0 1.0 0
0.0152 0.46425 -1.3814 1.0 0
0.0002 0.51795 0.0 1.0 0
0.0234 0.9444600000000001 0.0 1.0 0
0.2467 0.8367600000000001 -0.747 1.0 0
0.0002 0.73673 4.4103 1.0 0
0.0 0.9555100000000001 0.0 0.0 0
0.0001 0.46548 4.1635 1.0 0
0.0027 0.40963 -5.8165 1.0 0
0.0268 0.20037 0.0 1.0 0
0.0067 0.25744 0.0 1.0 0
1.6054 0.50384 -0.2831 1.0 0
0.004 0.59773 0.0 1.0 0
0.0014 0.028839999999999998 0.0 1.0 0
0.0 0.99939 4.2595 1.0 0
0.033 0.6775100000000001 3.0827 1.0 0
0.0068 0.60387 0.0 1.0 0
0.3082 0.46241000000000004 0.4374 1.0 0
0.4275 0.89874 4.1591 1.0 0
0.3448 0.88954 0.0 1.0 0
0.0006 0.5965 -3.7178 1.0 0
0.0018 0.9045700000000001 0.0 1.0 0
0.4726 0.70604 -1.8044 1.0 0
0.0003 0.73059 5.9336 1.0 0
0.0021 0.26111999999999996 1.0484 1.0 0
0.8437 0.32311 -5.1421 1.0 0
0.0012 0.55692 0.0 1.0 0
0.0108 0.19914 0.0 1.0 0
0.1439 0.37435 3.4828 1.0 0
0.0132 0.94415 3.4141 1.0 0
2.1698 0.7643399999999999 0.0 1.0 0
0.0212 0.71832 0.0 1.0 0
0.0005 0.6054 0.0 1.0 0
0.0012 0.6118399999999999 3.2629 1.0 0
0.001 0.03406 0.0 1.0 0
0.001 0.37465 0.2069 1.0 0
0.0185 0.8745 6.4962 1.0 0
0.0009 0.60724 0.0 1.0 0
0.0413 0.78674 6.7019 1.0 0
0.0 0.89997 0.0 1.0 0
0.1828 0.23688 0.0 0.08333333333333333 0
0.1665 0.43725 -1.0563 1.0 0
0.5626 0.18748 -4.2102 1.0 0
0.0 0.20435999999999999 -6.9711 1.0 0
0.0015 0.7711 4.4905 1.0 0
0.0312 0.60816 -1.4198 1.0 0
0.0185 0.89905 6.9317 1.0 0
0.0193 0.66217 0.0 1.0 0
0.0029 0.20926999999999998 -4.2348 1.0 0
0.026000000000000002 0.55815 0.8701 1.0 0
0.0066 0.19178 -5.2314 1.0 0
0.0292 0.90427 0.0 1.0 0
0.0001 0.9193 3.0968 1.0 0
1.2755 0.09604 -2.6096 1.0 0
0.0005 0.26174000000000003 0.0 1.0 0
0.0013 0.37558 0.0 1.0 0
0.0003 0.4305 3.1939 1.0 0
0.1449 0.7698699999999999 1.6247 1.0 0
0.0005 0.37527 -2.398 1.0 0
0.0022 0.77754 5.7855 1.0 0
0.0004 0.9984700000000001 0.0 1.0 0
0.0001 0.6078600000000001 0.0 1.0 0
0.0007 0.55324 0.0 1.0 0
0.0001 0.5777800000000001 0.0 1.0 0
0.0108 0.40933 2.6194 1.0 0
0.0002 0.41608 0.0 1.0 0
0.0168 0.9444600000000001 0.0 1.0 0
0.0039 0.91899 0.0 1.0 0
0.0298 0.5563100000000001 -1.1714 1.0 0
0.0011 0.5965 1.4324 1.0 0
0.0 0.35624 0.0 1.0 0
0.0035 0.81405 0.3945 1.0 0
0.0015 0.91869 0.0 1.0 0
0.0166 0.08469 -5.751 1.0 0
0.8386 0.9582700000000001 6.2894 1.0 0
0.0207 0.28475 -4.9969 1.0 0
2.5062 0.35103 3.0752 0.9166666666666666 0
2.6669 0.20651 0.0 0.3333333333333333 0
0.0025 0.35133000000000003 0.0 1.0 0
0.0203 0.04204 -2.4617 1.0 0
0.0002 0.60325 4.6219 1.0 0
0.0 0.8849299999999999 0.0 1.0 0
0.0297 0.8699 0.0 1.0 0
0.5561 0.039580000000000004 -7.8309 1.0 0
0.0015 0.1344 -2.4613 1.0 0
0.1597 0.06382 -7.9945 1.0 0
0.0122 0.61092 1.5603 1.0 0
0.0178 0.17459000000000002 0.0 1.0 0
0.0049 0.17459000000000002 -6.3455 1.0 0
0.0009 0.5606 0.0642 1.0 0
0.0051 0.06382 0.0 1.0 0
0.0411 0.23105 0.0 0.0 1
0.11699999999999999 0.6775100000000001 2.4798 1.0 0
0.0183 0.9045700000000001 0.0 1.0 0
0.2987 0.8978200000000001 7.4985 1.0 0
0.0066 0.59988 -3.8508 1.0 0
1.0848 0.75944 2.4928 1.0 0
0.0062 0.6772 0.7838 1.0 0
1.3041 0.91746 0.0 1.0 0
0.0001 0.91899 0.0 1.0 0
0.0389 0.59159 2.6416 1.0 0
0.0023 0.99877 0.0 1.0 0
0.0002 0.583 0.0 1.0 0
0.0004 0.5962 2.5494 1.0 0
0.0019 0.5965 0.0 1.0 0
0.0001 0.91869 0.0 1.0 0
0.2683 0.69868 3.4813 1.0 0
0.1223 0.946 5.7978 1.0 0
0.0001 0.99939 8.6616 1.0 0
0.0063 0.41577 -4.9844 1.0 0
0.0024 0.36023 -5.7748 1.0 0
0.0187 0.70635 -1.9397 1.0 0
0.0999 0.11445 -7.9036 1.0 0
0.0557 0.74195 0.0 1.0 0
0.0 0.56183 5.7429 1.0 0
2.2595 0.26511 0.0 1.0 0
0.0001 0.03038 -1.2315 1.0 0
0.0004 0.58944 3.9102 1.0 0
0.0025 0.7128 -1.3355 1.0 0
0.001 0.32986 0.0 1.0 0
0.0009 0.9720799999999999 2.5782 1.0 0
0.0008 0.60417 0.0 1.0 0
0.1596 0.8646799999999999 0.0 1.0 0
0.0014 0.19914 0.0 1.0 0
0.0067 0.12734 -8.5332 1.0 0
0.0144 0.91899 0.0 1.0 0
0.0001 0.94937 0.0 1.0 0
0.0005 0.81467 0.0 1.0 0
0.0001 0.80362 3.2892 1.0 0
0.0003 0.88954 0.0 1.0 0
1.1274 0.17367 -3.9064 1.0 0
0.0109 0.01381 0.0 0.5833333333333334 0
0.0127 0.14728 -7.8588 1.0 0
0.0001 0.63148 -2.6591 1.0 0
0.0002 0.57165 -1.3899 1.0 0
0.0011 0.9116299999999999 0.0 1.0 0
0.0038 0.25651999999999997 0.0 1.0 0
0.0001 0.46425 0.0 1.0 0
0.0005 0.76557 0.0 1.0 0
0.0802 0.60448 -1.595 1.0 0
0.0006 0.66585 0.0 1.0 0
0.0795 0.5995699999999999 -0.7908 1.0 0
0.0193 0.41577 0.0 1.0 0
0.0047 0.14145 0.0 1.0 0
0.0023 0.17398 -5.9837 1.0 0
0.0003 0.81712 0.0 1.0 0
0.0005 0.25713 0.0 1.0 0
0.0002 0.63025 0.0 1.0 0
0.0011 0.99908 9.6542 1.0 0
0.0049 0.62627 0.0 1.0 0
0.5561 0.44155 -1.8792 1.0 0
0.0299 0.61215 0.0 1.0 0
0.0014 0.14115 -2.2505 1.0 0
0.0001 0.3406 -2.3891 1.0 0
0.0292 0.8539399999999999 2.9016 1.0 0
0.0004 0.59834 0.0 1.0 0
0.0158 0.99877 9.9002 1.0 0
0.0002 0.8978200000000001 0.0 1.0 0
0.0001 0.45443 2.6059 1.0 0
0.0004 0.25621 0.5602 1.0 0
0.0022 0.33538 0.0 1.0 0
0.0024 0.59773 0.0 1.0 0
0.0122 0.42128999999999994 0.0 1.0 0
0.0016 0.94078 6.251 1.0 0
0.0246 0.15772 -1.5526 1.0 0
0.0003 0.46363999999999994 -1.4581 1.0 0
0.0001 0.94201 0.0 1.0 0
0.2343 0.35686 3.4126 1.0 0
0.0015 0.73243 0.6988 1.0 0
0.0001 0.69438 0.0 1.0 0
0.0507 0.81405 0.0 1.0 0
0.0904 0.9426200000000001 0.0 1.0 0
0.0002 0.35133000000000003 0.0 1.0 0
0.0357 0.6775100000000001 0.0 1.0 0
0.0023 0.19147 0.6184 1.0 0
0.0002 0.67014 4.1649 1.0 0
0.0001 0.5968100000000001 -0.9326 1.0 0
0.0015 0.90396 2.952 1.0 0
0.0171 0.99969 0.5476 1.0 0
0.0028 0.8358399999999999 0.0 1.0 0
0.0103 0.5777800000000001 0.0 1.0 0
0.0437 0.7671100000000001 0.0 1.0 0
0.0013 0.8978200000000001 0.0 1.0 0
0.0003 0.4127 -0.4652 1.0 0
2.0672 0.83615 4.8798 0.9166666666666666 0
0.0003 0.56183 0.0 1.0 0
0.0056 0.41945 -2.8442 1.0 0
0.4985 0.5425 0.0 1.0 0
0.4245 0.61522 4.6326 1.0 0
0.0194 0.9444600000000001 1.0302 1.0 0
0.0001 0.78122 7.5405 1.0 0
0.141 0.17459000000000002 0.0 1.0 0
0.0048 0.44983 -3.7244 1.0 0
0.0 0.0135 -8.0662 0.5833333333333334 0
0.4781 0.63179 0.0 1.0 0
0.0 0.2961 -1.5335 1.0 0
0.0015 0.29119 1.5164 1.0 0
0.0168 0.59129 0.0 1.0 0
0.0341 0.77815 0.0936 1.0 0
0.0094 0.9033399999999999 -0.0012 1.0 0
0.0027 0.74992 0.0 1.0 0
0.0042 0.28475 0.0 1.0 0
0.0 0.06352000000000001 0.0 1.0 0
0.0016 0.66585 1.065 1.0 0
0.0723 0.25590999999999997 -2.5719 1.0 0
0.0 0.67904 4.7562 1.0 0
0.0213 0.32311 0.0 1.0 0
0.0033 0.63179 0.0 1.0 0
0.0648 0.59988 0.0 1.0 0
0.0014 0.6057100000000001 0.0773 1.0 0
0.0006 0.01411 0.0 0.5 0
3.8627 0.9812799999999999 2.123 1.0 0
0.2216 0.00307 0.0 0.16666666666666666 0
0.0 0.72906 0.0 1.0 0
0.7843 0.19607 0.0893 1.0 0
0.0001 0.04817 -5.5706 1.0 0
0.0022 0.40687 0.0 1.0 0
0.0489 0.59712 0.0 1.0 0
0.0003 0.14390999999999998 0.0 1.0 0
0.0004 0.35502 0.0 1.0 0
0.0068 0.62473 0.0 1.0 0
0.0243 0.90304 2.2204 1.0 0
0.0025 0.60632 0.0 1.0 0
0.0001 0.5777800000000001 -3.4965 1.0 0
0.0001 0.14728 -1.8696 1.0 0
0.05 0.0629 0.0 1.0 0
0.0014 0.17245 -0.6251 1.0 0
0.0074 0.74992 0.0 1.0 0
0.8495 0.92237 6.6317 1.0 0
0.0001 0.33721999999999996 0.0 1.0 0
0.0026 0.017490000000000002 -8.2965 1.0 0
0.0339 0.054310000000000004 -1.2413 1.0 0
0.0005 0.40902 -1.6032 1.0 0
0.0105 0.60601 -3.4908 1.0 0
0.0 0.9177700000000001 6.1608 1.0 0
0.003 0.09758 -3.1078 1.0 0
0.0301 0.96747 0.0 1.0 0
0.0006 0.059829999999999994 0.0 1.0 0
0.0001 0.59712 -0.125 1.0 0
0.0125 0.67505 -0.1005 1.0 0
2.0872 0.96349 3.2086 1.0 0
0.0001 0.59129 1.3912 1.0 0
0.0031 0.19914 0.0 1.0 0
0.0003 0.72507 -1.1054 1.0 0
0.0238 0.91838 0.13 1.0 0
0.0002 0.53882 -0.5493 1.0 0
0.001 0.21356 0.0 1.0 0
0.0003 0.9027299999999999 2.9671 1.0 0
0.0001 0.9849600000000001 0.0 1.0 0
0.0066 0.251 0.7352 1.0 0
0.0005 0.5695 0.0 1.0 0
0.0007 0.60632 0.0 1.0 0
0.0001 0.17245 0.0 1.0 0
0.0017 0.14084000000000002 0.0 1.0 0
0.0004 0.56735 0.0 1.0 0
0.0006 0.5382 0.0 1.0 0
0.006 0.58515 1.4721 1.0 0
